1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,2,0,0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,3,1,4,2,1,3,0,0,1,1,2,4,0,3,3,3,3,7,1,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,2,1,1,1,3,2,1,0,1,2,3,4,1,5,3,3,5,3,6,3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,2,4,6,4,6,2,1,3,2,4,0,2,3,5,5,3,8,7,11,5,3,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,1,2,0,2,1,4,3,2,5,5,3,5,4,5,7,5,5,8,6,6,10,13,8,6,3,2,4,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,1,2,3,4,7,8,12,5,10,7,3,6,5,5,6,13,10,11,12,20,12,9,13,9,4,4,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,3,2,3,3,4,10,5,8,12,7,11,4,9,10,9,10,11,18,19,18,25,16,7,13,7,6,0,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,1,3,3,6,5,7,10,8,10,7,8,8,11,8,13,15,15,22,19,25,23,23,24,24,14,14,8,4,5,2,5,1,0,2,1,0,0,0,0,0,0,0,0,0,0
0,1,0,1,1,1,2,6,3,4,12,10,11,13,11,19,9,13,13,12,14,19,20,24,26,35,29,25,19,16,11,10,8,7,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,2,2,2,2,4,8,6,4,10,8,13,9,11,23,14,17,25,27,23,28,24,34,41,44,28,27,18,17,9,7,5,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,2,3,4,4,6,7,11,11,17,18,14,19,10,18,20,18,22,35,31,34,46,49,40,29,20,27,21,11,8,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0
